method,method2,x,y,radius,true_disc,min_dist
Starnet + BLiP,BLiP (q=0.2),0.30295395851135254,0.8503745198249817,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.37628865242004395,0.8505154848098755,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.19559893012046814,0.858250617980957,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.4672432839870453,0.8588618040084839,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.0592876672744751,0.8614426255226135,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.558801531791687,0.8620350956916809,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.1475624293088913,0.8625117540359497,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.8993275761604309,0.8635649085044861,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.2),0.44557517766952515,0.8651851415634155,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.2),0.7663719058036804,0.8660739660263062,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.7478604316711426,0.8684914112091064,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.9284473061561584,0.8686326146125793,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.2),0.2128887176513672,0.8695712089538574,0.005843857768923044,0,
Starnet + BLiP,BLiP (q=0.2),0.6899999976158142,0.8700000047683716,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.7144628763198853,0.8704908490180969,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.2),0.40576425194740295,0.8713405132293701,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.2),0.785882294178009,0.8715947270393372,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.8769451379776001,0.8716064095497131,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.31495651602745056,0.8757768869400024,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.6212074756622314,0.8772341012954712,0.0005157598643563688,0,
Starnet + BLiP,BLiP (q=0.2),0.11337277293205261,0.8777523040771484,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.49193549156188965,0.8790322542190552,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.2),0.17264294624328613,0.8815128207206726,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.8427597284317017,0.8818775415420532,0.0005157598643563688,0,
Starnet + BLiP,BLiP (q=0.2),0.2000025510787964,0.8824439644813538,0.0002659295860212296,0,
Starnet + BLiP,BLiP (q=0.2),0.2835734784603119,0.8827536106109619,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.2),0.09034400433301926,0.8837769627571106,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.5434738993644714,0.8854398131370544,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.21380043029785156,0.8855290412902832,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.1519203782081604,0.8856024742126465,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.5631131529808044,0.8859080076217651,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.3641107678413391,0.8865687251091003,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.2),0.7230340838432312,0.8871505260467529,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.9367752075195312,0.8920111656188965,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.13709677755832672,0.8951612710952759,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.2),0.06063949689269066,0.8981627821922302,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.40340664982795715,0.9001857042312622,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.639417290687561,0.9005467295646667,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.47821199893951416,0.901114284992218,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.2),0.2894720137119293,0.9027020931243896,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.12122433632612228,0.9030501842498779,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.895061731338501,0.9038800597190857,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.2),0.9602342247962952,0.9071044921875,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.20313295722007751,0.9073707461357117,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.23267197608947754,0.9076306223869324,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.33464866876602173,0.9081713557243347,0.001247101929038763,0,
Starnet + BLiP,BLiP (q=0.2),0.49177488684654236,0.909145712852478,0.0037612062878906727,0,
Starnet + BLiP,BLiP (q=0.2),0.6790765523910522,0.9110438823699951,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.09647897630929947,0.911064088344574,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.2),0.8288282752037048,0.9214653968811035,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.3834575414657593,0.921476423740387,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.23553718626499176,0.9214876294136047,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.9580054879188538,0.9217685461044312,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.2),0.26550546288490295,0.9217965602874756,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.2),0.4607309401035309,0.9224774837493896,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.1317686289548874,0.9243290424346924,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.7887506484985352,0.9249991178512573,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.2),0.599097490310669,0.9260299205780029,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.06061307340860367,0.9264302849769592,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.15448378026485443,0.9264587759971619,0.0002659295860212296,0,
Starnet + BLiP,BLiP (q=0.2),0.35348349809646606,0.9266195297241211,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.5265009999275208,0.9269949197769165,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.2),0.8872520327568054,0.928464412689209,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.2),0.2756410241127014,0.9294871687889099,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.30595090985298157,0.9295173287391663,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.2),0.21540701389312744,0.9296056032180786,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.028925620019435883,0.9297520518302917,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.4822777509689331,0.9298256635665894,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.550000011920929,0.9300000071525574,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.6700000166893005,0.9300000071525574,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.10676921159029007,0.9320360422134399,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.1780218631029129,0.9321849942207336,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.44348379969596863,0.9366629719734192,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.6051291227340698,0.9381992220878601,0.004682826343923807,0,
Starnet + BLiP,BLiP (q=0.2),0.49253639578819275,0.9385862946510315,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.13398343324661255,0.9397707581520081,0.005843857768923044,0,
Starnet + BLiP,BLiP (q=0.2),0.32342755794525146,0.9398162364959717,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.1190899908542633,0.941374659538269,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.3967362642288208,0.9416797757148743,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.3598884344100952,0.9444125294685364,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.2),0.9715343713760376,0.944516658782959,0.001247101929038763,0,
Starnet + BLiP,BLiP (q=0.2),0.07523215562105179,0.9452368021011353,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.2),0.7793989777565002,0.9458354115486145,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.2),0.861996054649353,0.9460704922676086,0.0006428243359550834,0,
Starnet + BLiP,BLiP (q=0.2),0.6383102536201477,0.9461370706558228,0.0037612062878906727,0,
Starnet + BLiP,BLiP (q=0.2),0.7231404781341553,0.9462810158729553,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.1603371948003769,0.9478707909584045,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.2),0.8205347061157227,0.9479552507400513,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.22268584370613098,0.9486947655677795,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.09986373782157898,0.9489386677742004,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.5003529191017151,0.9493545889854431,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.029999999329447746,0.949999988079071,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.1899999976158142,0.949999988079071,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.6813182830810547,0.9501667022705078,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.417969286441803,0.9513291120529175,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.2),0.5611404776573181,0.9516304731369019,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.06111966818571091,0.9523540735244751,0.0037612062878906727,0,
Starnet + BLiP,BLiP (q=0.2),0.9046906232833862,0.9557201266288757,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.2),0.2857249975204468,0.9579594135284424,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.6574118137359619,0.9598256945610046,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.8438044190406799,0.9601800441741943,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.04970981180667877,0.9627649188041687,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.3099173605442047,0.9628099203109741,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.15979380905628204,0.9639175534248352,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.2),0.5412371158599854,0.9639175534248352,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.4936623275279999,0.9642266035079956,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.72100830078125,0.9661368131637573,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.7481541633605957,0.9665039777755737,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.5262110829353333,0.9680014848709106,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.5755355358123779,0.9689884185791016,0.001247101929038763,0,
Starnet + BLiP,BLiP (q=0.2),0.20999999344348907,0.9700000286102295,0.01414213515818119,0,
Starnet + BLiP,BLiP (q=0.2),0.45664283633232117,0.9712324142456055,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.2601456344127655,0.972903311252594,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.6132160425186157,0.9663156270980835,0.0015540808672085404,0,
Starnet + BLiP,BLiP (q=0.2),0.6048387289047241,0.2016129046678543,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.2),0.6299999952316284,0.20999999344348907,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.2),0.9409565925598145,0.9704475998878479,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.2),0.9577594995498657,0.9654535055160522,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.2),0.9293953776359558,0.9638827443122864,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.4399469196796417,0.05742848664522171,0.0030218239407986403,0,
Starnet + BLiP,BLiP (q=0.2),0.3429153859615326,0.1656775176525116,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.2),0.037351641803979874,0.31581100821495056,0.0006428243359550834,0,
Starnet + BLiP,BLiP (q=0.2),0.04391170293092728,0.26552125811576843,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.2),0.10059678554534912,0.27852219343185425,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.2),0.6160886883735657,0.3657478094100952,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.2),0.7870895862579346,0.37481528520584106,0.0005157598643563688,0,
Starnet + BLiP,BLiP (q=0.2),0.5608612895011902,0.39754432439804077,0.009065471589565277,0,
Starnet + BLiP,BLiP (q=0.2),0.931098222732544,0.4957791864871979,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.9057477712631226,0.46191802620887756,0.009065471589565277,0,
Starnet + BLiP,BLiP (q=0.2),0.9214876890182495,0.513464629650116,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.2),0.9695374369621277,0.51500403881073,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.9468936324119568,0.5181725025177002,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.8956858515739441,0.5274672508239746,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.9394657611846924,0.5343190431594849,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.2),0.9637711644172668,0.5379869937896729,0.0002659295860212296,0,
Starnet + BLiP,BLiP (q=0.2),0.9267958998680115,0.4622064530849457,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.2),0.9689965844154358,0.46828731894493103,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.2),0.4564282298088074,0.5275010466575623,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.2),0.05645161122083664,0.2822580635547638,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.25),4.999999873689376e-05,4.999999873689376e-05,7.071068102959543e-05,0,
Starnet + BLiP,BLiP (q=0.25),0.18150942027568817,0.02746746689081192,0.0008017083746381104,1,
Starnet + BLiP,BLiP (q=0.25),0.22068384289741516,0.03327113017439842,0.00033166358480229974,0,
Starnet + BLiP,BLiP (q=0.25),0.19889754056930542,0.0369829423725605,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.25),0.23741786181926727,0.03883407264947891,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.25),0.3937939405441284,0.043476931750774384,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.25),0.2629271149635315,0.04760589450597763,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.17010308802127838,0.05670103058218956,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.3209540545940399,0.06655730307102203,0.001247101929038763,0,
Starnet + BLiP,BLiP (q=0.25),0.36199474334716797,0.068568654358387,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.25),0.16903184354305267,0.06888595968484879,0.004682826343923807,0,
Starnet + BLiP,BLiP (q=0.25),0.34345126152038574,0.07315213978290558,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.25),0.28103840351104736,0.07717487961053848,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.25),0.2573913335800171,0.08894827216863632,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.05764791741967201,0.09110496193170547,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.38026556372642517,0.09253528714179993,0.00033166358480229974,0,
Starnet + BLiP,BLiP (q=0.25),0.2932532727718353,0.09284079819917679,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.3910256326198578,0.09615384787321091,0.009065471589565277,0,
Starnet + BLiP,BLiP (q=0.25),0.03760100528597832,0.09823895245790482,0.0008017083746381104,0,
Starnet + BLiP,BLiP (q=0.25),0.20612157881259918,0.09932974725961685,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.25),0.24361316859722137,0.1012164056301117,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.25),0.09840425848960876,0.10904255509376526,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.17000000178813934,0.10999999940395355,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.25),0.3501923680305481,0.11090238392353058,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.25),0.21142388880252838,0.11116667836904526,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.31452569365501404,0.11548059433698654,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.25),0.2766261696815491,0.11814501881599426,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.1534918248653412,0.11914654821157455,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.22918231785297394,0.11921712756156921,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.25),0.04327039048075676,0.11991015076637268,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.12867361307144165,0.12029624730348587,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.25),0.08074579387903214,0.12184255570173264,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.10195846855640411,0.1282990425825119,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.25),0.3302898705005646,0.12948015332221985,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.25),0.3765234053134918,0.1295837014913559,0.0010001510381698608,0,
Starnet + BLiP,BLiP (q=0.25),0.17491894960403442,0.13192521035671234,0.0010001510381698608,0,
Starnet + BLiP,BLiP (q=0.25),0.19783955812454224,0.13281521201133728,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.25),0.03177119791507721,0.13615676760673523,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.1545032262802124,0.14058250188827515,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.2698993384838104,0.14803729951381683,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.25),0.1318400353193283,0.14913763105869293,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.25),0.3865979313850403,0.1494845300912857,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.3990499973297119,0.15209592878818512,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.04845188558101654,0.15887215733528137,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.11796862632036209,0.16307099163532257,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.38603392243385315,0.18152976036071777,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.07704475522041321,0.19359205663204193,0.0010001510381698608,1,
Starnet + BLiP,BLiP (q=0.25),0.036814481019973755,0.19792135059833527,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.25),0.36300408840179443,0.202101930975914,0.0010001510381698608,0,
Starnet + BLiP,BLiP (q=0.25),0.37790241837501526,0.2145185023546219,0.009065471589565277,0,
Starnet + BLiP,BLiP (q=0.25),0.36630699038505554,0.2216605395078659,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.6073251366615295,0.035055894404649734,0.004682826343923807,0,
Starnet + BLiP,BLiP (q=0.25),0.759949803352356,0.032473720610141754,0.0006428243359550834,0,
Starnet + BLiP,BLiP (q=0.25),0.10236378014087677,0.05225763097405434,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.08308131247758865,0.04802831634879112,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.5211403369903564,0.038819145411252975,0.009065471589565277,0,
Starnet + BLiP,BLiP (q=0.25),0.2901981770992279,0.028492219746112823,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.25),0.9501696228981018,0.04769741743803024,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.25),0.6769999265670776,0.0557369738817215,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.8784410953521729,0.05975998938083649,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.49154961109161377,0.06943642348051071,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.9325886964797974,0.0735720545053482,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.25),0.8813610672950745,0.07784026861190796,0.0024215986486524343,0,
Starnet + BLiP,BLiP (q=0.25),0.8012048006057739,0.08119425177574158,0.0024215986486524343,0,
Starnet + BLiP,BLiP (q=0.25),0.5192356705665588,0.08448447287082672,0.001247101929038763,0,
Starnet + BLiP,BLiP (q=0.25),0.6737755537033081,0.08816726505756378,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.25),0.5253190398216248,0.08834555745124817,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.6279411315917969,0.08835401386022568,0.0010001510381698608,1,
Starnet + BLiP,BLiP (q=0.25),0.8907284736633301,0.08940397202968597,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.5335947275161743,0.09386702626943588,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.7428914904594421,0.09516215324401855,0.0037612062878906727,0,
Starnet + BLiP,BLiP (q=0.25),0.49358972907066345,0.09615384787321091,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.25),0.790059506893158,0.0981939285993576,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.6397346258163452,0.09845557063817978,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.25),0.8826744556427002,0.09923212230205536,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.25),0.596974790096283,0.1131160706281662,0.0015540808672085404,0,
Starnet + BLiP,BLiP (q=0.25),0.7373145222663879,0.1132122129201889,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.25),0.9459071159362793,0.11681874841451645,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.5039679408073425,0.11861542612314224,0.009065471589565277,0,
Starnet + BLiP,BLiP (q=0.25),0.8795347213745117,0.11865559220314026,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.795052707195282,0.12010478228330612,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.7212198972702026,0.12707960605621338,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.25),0.9526445269584656,0.12888319790363312,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.7675790786743164,0.13335886597633362,0.0005157598643563688,1,
Starnet + BLiP,BLiP (q=0.25),0.517594575881958,0.13445620238780975,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.25),0.867066502571106,0.13826167583465576,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.25),0.45585623383522034,0.1396959275007248,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.9078720808029175,0.14140857756137848,0.005843857768923044,0,
Starnet + BLiP,BLiP (q=0.25),0.9298607707023621,0.1424558460712433,0.0010001510381698608,1,
Starnet + BLiP,BLiP (q=0.25),0.6441632509231567,0.14348383247852325,0.001247101929038763,0,
Starnet + BLiP,BLiP (q=0.25),0.5872347354888916,0.14900913834571838,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.25),0.48662763833999634,0.14972855150699615,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.8442399501800537,0.1558908373117447,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.25),0.7219780087471008,0.15714286267757416,0.0015540808672085404,0,
Starnet + BLiP,BLiP (q=0.25),0.8871749639511108,0.1595388501882553,0.0008017083746381104,1,
Starnet + BLiP,BLiP (q=0.25),0.768744945526123,0.15980812907218933,0.0030218239407986403,0,
Starnet + BLiP,BLiP (q=0.25),0.6428442001342773,0.16006682813167572,0.0015540808672085404,0,
Starnet + BLiP,BLiP (q=0.25),0.5467392802238464,0.1607784628868103,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.25),0.504964292049408,0.16206182539463043,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.9573297500610352,0.16994112730026245,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.7099999785423279,0.17000000178813934,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.25),0.9166538715362549,0.17263346910476685,0.0019372788956388831,0,
Starnet + BLiP,BLiP (q=0.25),0.8667981624603271,0.17630913853645325,0.00033166358480229974,1,
Starnet + BLiP,BLiP (q=0.25),0.8989624381065369,0.17690327763557434,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.8026315569877625,0.1774853765964508,0.0004135127237532288,0,
Starnet + BLiP,BLiP (q=0.25),0.48104608058929443,0.17841312289237976,0.0008017083746381104,0,
Starnet + BLiP,BLiP (q=0.25),0.7740477919578552,0.17958298325538635,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.592783510684967,0.18041236698627472,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.676643431186676,0.18211613595485687,0.0010001510381698608,1,
Starnet + BLiP,BLiP (q=0.25),0.20860926806926727,0.18874172866344452,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.25),0.6016743779182434,0.1903764009475708,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.8257644176483154,0.19548536837100983,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.25),0.7381904721260071,0.1966216117143631,0.0005157598643563688,0,
Starnet + BLiP,BLiP (q=0.25),0.2799226939678192,0.19694747030735016,0.0015540808672085404,0,
Starnet + BLiP,BLiP (q=0.25),0.5739691257476807,0.1975318193435669,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.6074380278587341,0.20247933268547058,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.6200979351997375,0.2043561041355133,0.005843857768923044,0,
Starnet + BLiP,BLiP (q=0.25),0.2368028461933136,0.20523624122142792,0.004682826343923807,0,
Starnet + BLiP,BLiP (q=0.25),0.9001210331916809,0.2087903618812561,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.25),0.6625409126281738,0.20962612330913544,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.25),0.157683327794075,0.21192190051078796,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.25),0.30115634202957153,0.21250025928020477,0.0015540808672085404,0,
Starnet + BLiP,BLiP (q=0.25),0.5640262365341187,0.21472984552383423,0.0006428243359550834,1,
Starnet + BLiP,BLiP (q=0.25),0.27455654740333557,0.21713203191757202,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.25),0.7149248719215393,0.21769341826438904,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.25),0.46041339635849,0.21908099949359894,0.0015540808672085404,0,
Starnet + BLiP,BLiP (q=0.25),0.9275070428848267,0.22368274629116058,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.25),0.1556607484817505,0.2293849140405655,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.5804739594459534,0.2298581600189209,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.25),0.7801116704940796,0.23177437484264374,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.25),0.8150805234909058,0.2332894504070282,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.25),0.8951612710952759,0.2338709682226181,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.25),0.1391608566045761,0.2342090606689453,0.007289760746061802,0,
