method,method2,x,y,radius,true_disc,min_dist
Starnet + BLiP,BLiP (q=0.05),0.7247946858406067,0.15609879791736603,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.8871749639511108,0.1595388501882553,0.0010001510381698608,1,
Starnet + BLiP,BLiP (q=0.05),0.6443299055099487,0.15979380905628204,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.768744945526123,0.15980812907218933,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.5467392802238464,0.1607784628868103,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.504964292049408,0.16206182539463043,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.9166538715362549,0.17263346910476685,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.8667981624603271,0.17630913853645325,0.0004135127237532288,1,
Starnet + BLiP,BLiP (q=0.05),0.8989624381065369,0.17690327763557434,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.8025633096694946,0.17757606506347656,0.0005157598643563688,0,
Starnet + BLiP,BLiP (q=0.05),0.48138296604156494,0.17819148302078247,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.6265227794647217,0.1782185286283493,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.7701116800308228,0.17858190834522247,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.676643431186676,0.18211613595485687,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.8257644176483154,0.19548536837100983,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.7381904721260071,0.1966216117143631,0.0008017083746381104,1,
Starnet + BLiP,BLiP (q=0.05),0.2799226939678192,0.19694747030735016,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.6081623435020447,0.19961316883563995,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.9001210331916809,0.2087903618812561,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.6625409126281738,0.20962612330913544,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.157683327794075,0.21192190051078796,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.30115634202957153,0.21250025928020477,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.5640262365341187,0.21472984552383423,0.0010001510381698608,1,
Starnet + BLiP,BLiP (q=0.05),0.46041339635849,0.21908099949359894,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.9275070428848267,0.22368274629116058,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.5804739594459534,0.2298581600189209,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.15000000596046448,0.23000000417232513,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.7801116704940796,0.23177437484264374,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.8150805234909058,0.2332894504070282,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.18049971759319305,0.23762083053588867,0.0037612062878906727,0,
Starnet + BLiP,BLiP (q=0.05),0.2961578071117401,0.24151116609573364,0.0006428243359550834,0,
Starnet + BLiP,BLiP (q=0.05),0.5597109794616699,0.24929718673229218,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.7661290168762207,0.25,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.9608252644538879,0.2573338449001312,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.6281365156173706,0.2589070796966553,0.005843857768923044,0,
Starnet + BLiP,BLiP (q=0.05),0.5889536142349243,0.26170042157173157,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.3156123757362366,0.26235291361808777,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.6866747140884399,0.26349613070487976,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.18938906490802765,0.27403944730758667,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.6499336957931519,0.27956363558769226,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.678342878818512,0.2820899188518524,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.33535438776016235,0.2842879295349121,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.2571260929107666,0.2922767400741577,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.3812503516674042,0.29691779613494873,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.7589367032051086,0.2994038462638855,0.00033166358480229974,0,
Starnet + BLiP,BLiP (q=0.05),0.18041236698627472,0.3041236996650696,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.5952104330062866,0.3092377483844757,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.9476147890090942,0.31302523612976074,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.05),0.8854065537452698,0.3136368989944458,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.6652892827987671,0.3181818127632141,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.11191213130950928,0.3188364505767822,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.42435720562934875,0.3213268518447876,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.7764743566513062,0.32342463731765747,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.2977663278579712,0.3270668685436249,0.0008017083746381104,0,
Starnet + BLiP,BLiP (q=0.05),0.2410346269607544,0.3313981294631958,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.8107407093048096,0.33329251408576965,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.9607173800468445,0.3337579667568207,0.004682826343923807,0,
Starnet + BLiP,BLiP (q=0.05),0.34132450819015503,0.3339992165565491,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.05),0.17768594622612,0.3347107470035553,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.37561890482902527,0.3348207473754883,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.6770584583282471,0.33852121233940125,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.8873499631881714,0.34038081765174866,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.5436198115348816,0.3404386043548584,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.13927890360355377,0.343547523021698,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.8300299048423767,0.3439617455005646,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.40491244196891785,0.34401679039001465,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.9059669375419617,0.3457499146461487,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.21590860188007355,0.34678372740745544,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.09000000357627869,0.3499999940395355,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.2499607801437378,0.35085490345954895,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.1738249510526657,0.3517829477787018,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.29725974798202515,0.353183388710022,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.05),0.8660681843757629,0.35610252618789673,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.6690260767936707,0.3566564619541168,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.05),0.029255319386720657,0.35904255509376526,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.46495959162712097,0.3590904772281647,0.0019372788956388831,0,
Starnet + BLiP,BLiP (q=0.05),0.3637915253639221,0.36305275559425354,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.519841194152832,0.36350324749946594,0.0006428243359550834,1,
Starnet + BLiP,BLiP (q=0.05),0.8280913829803467,0.36446842551231384,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.8826736807823181,0.3649851977825165,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.7175559401512146,0.3739084303379059,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.039001673460006714,0.3746231198310852,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.1554003655910492,0.37477272748947144,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.2902476489543915,0.3757514953613281,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.697350800037384,0.3791195750236511,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.2413167804479599,0.3799402117729187,0.009065471589565277,0,
Starnet + BLiP,BLiP (q=0.05),0.3769523799419403,0.38345634937286377,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.8418980836868286,0.38445860147476196,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.2514478862285614,0.39317163825035095,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.14141367375850677,0.39383670687675476,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.8767153024673462,0.3977441191673279,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.19519156217575073,0.39786985516548157,0.0010001510381698608,1,
Starnet + BLiP,BLiP (q=0.05),0.9585416316986084,0.39849191904067993,0.004682826343923807,0,
Starnet + BLiP,BLiP (q=0.05),0.5045127272605896,0.4063405990600586,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.4300000071525574,0.4099999964237213,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.6653611660003662,0.4140092730522156,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.808735191822052,0.4147515296936035,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.47868838906288147,0.4157118797302246,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.32399338483810425,0.4178032875061035,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.5219771862030029,0.41954004764556885,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.10242357105016708,0.4210861027240753,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.7585049271583557,0.42212939262390137,0.001247101929038763,1,
Starnet + BLiP,BLiP (q=0.05),0.14017000794410706,0.4252972900867462,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.26365146040916443,0.426503986120224,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.07687452435493469,0.43194496631622314,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.7279503345489502,0.43307602405548096,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.8551332950592041,0.43414565920829773,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.05175156891345978,0.4348452091217041,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.8296417593955994,0.4355691969394684,0.005843857768923044,0,
Starnet + BLiP,BLiP (q=0.05),0.2784149944782257,0.436489999294281,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.30607596039772034,0.43977805972099304,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.09651835262775421,0.4425206780433655,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.5639679431915283,0.4447573125362396,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.6668182611465454,0.4449061453342438,0.001247101929038763,0,
Starnet + BLiP,BLiP (q=0.05),0.15663030743598938,0.4465254247188568,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.34000545740127563,0.4479297399520874,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.18879391252994537,0.4505292773246765,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.05),0.6063215136528015,0.4510241746902466,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.27995583415031433,0.4518808424472809,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.5408126711845398,0.4522910416126251,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.3782113194465637,0.4561292231082916,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.7575342655181885,0.45890411734580994,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.05),0.3066455125808716,0.46452370285987854,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.13049465417861938,0.46511659026145935,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.680167019367218,0.46674925088882446,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.5229690074920654,0.4732179641723633,0.0019372788956388831,0,
Starnet + BLiP,BLiP (q=0.05),0.7865735292434692,0.47451505064964294,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.8320017457008362,0.47699832916259766,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.05),0.3943091630935669,0.4780290722846985,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.2546609342098236,0.47805142402648926,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.0833333358168602,0.48076921701431274,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.7497715950012207,0.4835449457168579,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.7178936004638672,0.48543649911880493,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.040673863142728806,0.48583775758743286,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.3221864402294159,0.48703792691230774,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.3777788579463959,0.48759880661964417,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.15848034620285034,0.49104297161102295,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.23670212924480438,0.49202126264572144,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.07445418834686279,0.4939868152141571,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.5686957240104675,0.4965435266494751,0.0037612062878906727,0,
Starnet + BLiP,BLiP (q=0.05),0.847015917301178,0.4980948865413666,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.2626326084136963,0.4992111921310425,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.34387823939323425,0.5026007890701294,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.8039500713348389,0.5027360916137695,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.1208663135766983,0.5039741396903992,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.09849834442138672,0.5041683316230774,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.5344626903533936,0.5068464875221252,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.739720344543457,0.5086991190910339,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.6740229725837708,0.5118067264556885,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.28103935718536377,0.5126662254333496,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.3677369952201843,0.5144264101982117,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.8347539305686951,0.5189643502235413,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.16183039546012878,0.5236942172050476,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.1899999976158142,0.5299999713897705,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.26464512944221497,0.5326721668243408,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.5622971057891846,0.5333443880081177,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.3505852520465851,0.53909832239151,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.520483672618866,0.5416944622993469,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.135790154337883,0.5452337265014648,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.3261241614818573,0.5520675182342529,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.8417818546295166,0.5522935390472412,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.776456892490387,0.5525502562522888,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.6443905234336853,0.5536753535270691,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.603600263595581,0.5545849204063416,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.5832692980766296,0.5547275543212891,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.07888183742761612,0.5551990270614624,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.23337101936340332,0.5562161803245544,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.06434778869152069,0.5575246810913086,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.5435650944709778,0.5580304265022278,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.8608247637748718,0.561855673789978,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.2642890214920044,0.5669460296630859,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.40361088514328003,0.5672110319137573,0.0015540808672085404,1,
Starnet + BLiP,BLiP (q=0.05),0.3700000047683716,0.5699999928474426,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.7822580933570862,0.5725806355476379,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.6618099212646484,0.5729564428329468,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.6831877827644348,0.5776851773262024,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.11995644122362137,0.5803499817848206,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.05),0.06957855820655823,0.5813883543014526,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.2756410241127014,0.5833333134651184,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.761224091053009,0.5841079354286194,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.5191162824630737,0.5870553255081177,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.928250253200531,0.5927767157554626,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.8672642707824707,0.5936183929443359,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.7878099083900452,0.5967994332313538,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.8306497931480408,0.5980864763259888,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.9486348032951355,0.5993103384971619,0.004682826343923807,1,
Starnet + BLiP,BLiP (q=0.05),0.341203898191452,0.5995032787322998,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.09260579943656921,0.6000342965126038,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.280766099691391,0.6009005904197693,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.20212297141551971,0.6015763878822327,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.40118858218193054,0.602946937084198,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.22164948284626007,0.6030927896499634,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.36368629336357117,0.6031215786933899,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.5596348643302917,0.6086097955703735,0.0019372788956388831,1,
Starnet + BLiP,BLiP (q=0.05),0.5149572491645813,0.6089743375778198,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.25554704666137695,0.6095572710037231,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.5411074161529541,0.6131963729858398,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.7080849409103394,0.6139194369316101,0.0024215986486524343,1,
Starnet + BLiP,BLiP (q=0.05),0.15169470012187958,0.6149564981460571,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.8473189473152161,0.6162047386169434,0.0037612062878906727,1,
Starnet + BLiP,BLiP (q=0.05),0.45840442180633545,0.6194933652877808,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.6649584770202637,0.6201222538948059,0.011404948309063911,1,
Starnet + BLiP,BLiP (q=0.05),0.7446728944778442,0.6201653480529785,0.0005157598643563688,0,
Starnet + BLiP,BLiP (q=0.05),0.8585883378982544,0.6221176385879517,0.005843857768923044,1,
Starnet + BLiP,BLiP (q=0.05),0.42718568444252014,0.6248030066490173,0.01414213515818119,1,
Starnet + BLiP,BLiP (q=0.05),0.29406851530075073,0.6248656511306763,0.007289760746061802,1,
Starnet + BLiP,BLiP (q=0.05),0.38054442405700684,0.6263033747673035,0.007289760746061802,0,
Starnet + BLiP,BLiP (q=0.05),0.11498675495386124,0.6268798112869263,0.009065471589565277,1,
Starnet + BLiP,BLiP (q=0.05),0.9311607480049133,0.6277119517326355,0.0030218239407986403,1,
Starnet + BLiP,BLiP (q=0.05),0.4793374836444855,0.6282470226287842,0.009065471589565277,1,
